#Tile	Base	Mean
2105	225-229	-0.23026378326312624
2105	230-234	-0.28146414804856335
2105	235-239	-0.37555853264201744
2105	240-244	-0.3195308677016797
2105	245-249	-0.05305824015008653
2105	250-254	-0.29105060738393007
2105	255-259	-0.8202125397812274
2105	260-264	0.21326864088815967
2105	265-269	-0.5898350203488008
2105	270-274	0.4950969021549234
2105	275-279	-0.731728510757442
2105	280-284	0.43924383579077997
2105	285-289	-0.5109038636576813
2105	290-294	-0.37527509475769705
2105	295-299	-0.2767228042091716
2105	300-304	0.3774580350276011
2105	305-309	0.3125834234992091
2105	310-314	0.8442384439714097
2105	315-319	-0.40050522145636336
2105	320-324	0.21045213954436548
2105	325-326	-0.5357909494792246
2106	1	-0.2346273974358084
2106	2	-0.1496914760607453
2106	3	-0.18160565262609651
2106	4	-0.025377560584779246
2106	5	-0.12599261219123292
2106	6	-0.0868844122563388
2106	7	-0.030268597068193515
2106	8	-0.12765064448431218
2106	9	-0.43520065486190873
2106	10-14	-0.1598418816396432
2106	15-19	-0.15521552814711725
2106	20-24	-0.18050258302194067
2106	25-29	0.008534748155199168
2106	30-34	-0.10398413895226355
2106	35-39	-0.0686647627363044
2106	40-44	-0.21603607152464832
2106	45-49	-0.16577186994114612
2106	50-54	-0.1271202556418629
2106	55-59	-0.21153905341501655
2106	60-64	-0.3396284357900754
2106	65-69	-0.39179452747538335
2106	70-74	-0.0966497934810917
2106	75-79	-0.3094062179278154
2106	80-84	-0.06622711132297354
2106	85-89	-0.2127402721505547
2106	90-94	-0.14131232987560338
2106	95-99	-0.07435683663490522
2106	100-104	0.07022855241153536
2106	105-109	-0.08594646369640913
2106	110-114	-0.19333178472754753
2106	115-119	-0.16309027794742548
2106	120-124	-0.13105273814503704
2106	125-129	-0.028242592579594827
2106	130-134	-0.30823419893800263
2106	135-139	-0.2438889952782617
2106	140-144	0.010450831310642172
2106	145-149	0.15758385557369792
2106	150-154	0.06951699763067154
2106	155-159	-0.2436388041906099
2106	160-164	-0.42435468467343185
2106	165-169	0.07526923682622311
2106	170-174	0.0112696731749935
2106	175-179	-0.47411599809796456
2106	180-184	-0.745375942429078
2106	185-189	-0.6781074600241297
2106	190-194	-0.8748348817820712
2106	195-199	-0.8293761929867571
2106	200-204	-1.6168830853745249
2106	205-209	-1.6500337737981923
2106	210-214	-3.055492736771196
2106	215-219	-3.5802374639577472
2106	220-224	-2.416958827185706
2106	225-229	-0.8598122727690338
2106	230-234	-1.709912836602065
2106	235-239	-0.29166375071252304
2106	240-244	-0.9695314975991352
2106	245-249	-1.6264066490291178
2106	250-254	-1.443517285808685
2106	255-259	-2.0407068833020965
2106	260-264	-1.7740382955425886
2106	265-269	-2.056442896586553
2106	270-274	-1.0046990110704073
2106	275-279	-4.720563578408427
2106	280-284	-4.157287318937232
2106	285-289	-3.6575458803373664
2106	290-294	-0.9547183913890045
2106	295-299	-2.350536077408293
2106	300-304	-0.9260675010151296
2106	305-309	-0.22371756669958742
2106	310-314	-0.8321359922703628
2106	315-319	-1.1945161564761442
2106	320-324	-0.8691895747845386
2106	325-326	-0.4323932826193868
2107	1	-0.01298784532815489
2107	2	0.048069062213457414
2107	3	0.11481233838593141
2107	4	-0.06267263226261832
2107	5	0.016220739218475444
2107	6	-0.1181006759705312
2107	7	-0.33469542541796926
2107	8	-0.08670263916182819
2107	9	-0.151574208124444
2107	10-14	-0.0019265644244015334
2107	15-19	-0.09835403835273837
2107	20-24	0.03157092756026714
2107	25-29	0.04048222625013409
2107	30-34	-0.042912988340923164
2107	35-39	-0.021437728516730203
2107	40-44	0.011259251213914467
2107	45-49	0.03789738265106024
2107	50-54	0.19592084299989665
2107	55-59	0.11072250165516095
2107	60-64	0.02430731776871653
2107	65-69	0.2149746975001392
2107	70-74	0.09742893916433815
2107	75-79	-0.06443873029255087
2107	80-84	0.04353224696579616
2107	85-89	0.08000281740281423
2107	90-94	-0.21562191286373178
2107	95-99	-0.18156604554253164
2107	100-104	-0.04596360947241607
2107	105-109	0.03137170556873059
2107	110-114	0.18491505818375487
2107	115-119	0.12570613690532184
2107	120-124	-0.10895625550588761
2107	125-129	0.11003036064779792
2107	130-134	0.20396107609902714
2107	135-139	-0.2513699774278493
2107	140-144	-0.023751799805822316
2107	145-149	0.27896167686866136
2107	150-154	-0.10590227379108796
2107	155-159	0.05670389370801132
2107	160-164	-0.19285221172522427
2107	165-169	0.36036501649532227
2107	170-174	0.36716834506371754
2107	175-179	0.0739338876694049
2107	180-184	-0.5844667259896212
2107	185-189	-0.7153510642519976
2107	190-194	-1.4871876974281832
2107	195-199	-0.3885537180300602
2107	200-204	-0.5114137273368087
2107	205-209	-0.6745034080027068
2107	210-214	-0.6598291832575995
2107	215-219	-0.4962093200497364
2107	220-224	-1.0105178641167498
2107	225-229	0.03383463541805298
2107	230-234	0.1486571214707908
2107	235-239	0.2677974729574757
2107	240-244	-0.003943764426480811
2107	245-249	0.19449101861668794
2107	250-254	-0.6712055185921884
2107	255-259	0.05939103038321747
2107	260-264	-0.22344767517152064
2107	265-269	-0.8598422588922894
2107	270-274	0.21956349803054565
2107	275-279	-0.05680607796907111
2107	280-284	-0.594477572759633
2107	285-289	-0.290065149248516
2107	290-294	-0.19283254870366306
2107	295-299	0.06697854687931937
2107	300-304	0.01687078825704802
2107	305-309	-0.3463268408830089
2107	310-314	-0.2605667371675544
2107	315-319	-1.6251430551229227
2107	320-324	-0.09092892353300286
2107	325-326	-0.8067436629763982
2108	1	-0.05260963870953361
2108	2	0.033015198770847576
2108	3	-0.12124129255261096
2108	4	-0.09855576021735857
2108	5	0.02743053538990381
2108	6	-0.18686297931083828
2108	7	-0.2758625958434493
2108	8	-0.42847122011199446
2108	9	-0.23192141420054924
2108	10-14	-0.18104273895745138
2108	15-19	-0.2851273468856377
2108	20-24	-0.09210821682476222
2108	25-29	-0.16280879134266257
2108	30-34	-0.139220513722627
2108	35-39	-0.45630713873141104
2108	40-44	-0.26527550814437717
2108	45-49	-0.05804743638328347
2108	50-54	-0.11707861449060886
2108	55-59	-0.06056293583999661
2108	60-64	0.013818594216054692
2108	65-69	0.1696010634615419
2108	70-74	-0.07417704394036662
2108	75-79	-0.04440927977717024
2108	80-84	-0.1437488504534059
2108	85-89	-0.2844426603930543
2108	90-94	-0.4162902845602332
2108	95-99	-0.5899318519441437
2108	100-104	-0.5099735296460182
2108	105-109	-0.657799494927275
2108	110-114	-0.23471696537665565
2108	115-119	-0.38572469313420044
2108	120-124	-0.6277416542503715
2108	125-129	-0.6111488999892671
2108	130-134	-0.3387412411915278
2108	135-139	-0.7200684196505804
2108	140-144	-0.706092340765295
2108	145-149	-0.5538821578984425
2108	150-154	-0.813247852338705
2108	155-159	-0.8225818537925704
2108	160-164	-0.8731770974107249
2108	165-169	-0.38166768907701965
2108	170-174	-0.3321375527894972
2108	175-179	-0.1361264083857776
2108	180-184	-0.5114108475117547
2108	185-189	-0.3182923957252939
2108	190-194	-0.6732176129517029
2108	195-199	-0.09598733811841953
2108	200-204	-0.523262754694791
2108	205-209	-0.5972903567743089
2108	210-214	0.17204247449641485
2108	215-219	0.11447594694242724
2108	220-224	-0.5919386189799525
2108	225-229	-0.2099616910176536
2108	230-234	0.2524215173477202
2108	235-239	0.4042358206285712
2108	240-244	0.11204290534024608
2108	245-249	0.33755232218950226
2108	250-254	-0.07945972304077031
2108	255-259	0.784067152215357
2108	260-264	0.811559377451907
2108	265-269	-0.31643064918912245
2108	270-274	0.6571944365719666
2108	275-279	-0.2123339397066566
2108	280-284	0.6689104765312308
2108	285-289	0.6774859628959469
2108	290-294	0.32733733426929135
2108	295-299	1.0003757413302203
2108	300-304	0.1602135767558437
2108	305-309	-0.3646153009310602
2108	310-314	0.16325469970758988
2108	315-319	-0.6317653910138006
2108	320-324	-0.3599795319186505
2108	325-326	-0.5975923028275965
2109	1	0.0037771678871649783
2109	2	-0.04065796464744409
2109	3	0.04142737311455846
2109	4	-0.035212431881525674
2109	5	-0.007367065809496864
2109	6	-6.410902553710685E-4
2109	7	-0.09839632897688944
2109	8	-0.12485802670869361
2109	9	0.1152000250798082
2109	10-14	0.08319114410101491
2109	15-19	-0.07053364373721394
2109	20-24	-0.09983235475579022
2109	25-29	-0.07990624261702806
2109	30-34	-0.010174036961004163
2109	35-39	-0.17672692883635222
2109	40-44	-0.02789619779954222
2109	45-49	0.19114896541582027
2109	50-54	-0.09724653053258692
2109	55-59	-0.0031806269944141263
2109	60-64	0.069776615205555
2109	65-69	0.1682127576144694
2109	70-74	0.12504034736397784
2109	75-79	0.24061320897844496
2109	80-84	-0.21295124925400444
2109	85-89	-0.40090442950850047
2109	90-94	-0.42065910015244157
2109	95-99	-0.5893981188107134
2109	100-104	-0.767454789016341
2109	105-109	-0.604465162093689
2109	110-114	-0.4306120178504216
2109	115-119	-0.7245132988313543
2109	120-124	-0.6303023738905438
2109	125-129	-0.9842163662561347
2109	130-134	-1.214465379122565
2109	135-139	-0.7471988544332007
2109	140-144	-0.8516545596558416
2109	145-149	-1.4052524727410258
2109	150-154	-1.283112919804978
2109	155-159	-1.126276006716104
2109	160-164	-0.6970331693747411
2109	165-169	-0.8915447505462808
2109	170-174	-0.5516637896710535
2109	175-179	-0.3433947742028707
2109	180-184	0.022742076026474933
2109	185-189	0.22837626994186877
2109	190-194	-0.007061690912721019
2109	195-199	0.06953590026239453
2109	200-204	0.13759481651960925
2109	205-209	-0.004681661122134528
2109	210-214	0.23066316415157928
2109	215-219	0.47092572205487926
2109	220-224	0.3640853690260428
2109	225-229	-0.3123814811226069
2109	230-234	0.2596209176475668
2109	235-239	0.12062862422676801
2109	240-244	-0.08665874383516581
2109	245-249	0.23692263703208027
2109	250-254	0.5089450745604296
2109	255-259	0.6730716499664808
2109	260-264	0.6091695723544461
2109	265-269	0.5824449130297715
2109	270-274	1.0397011831986518
2109	275-279	0.07470354155271508
2109	280-284	-0.2044388488061024
2109	285-289	0.24159690742368412
2109	290-294	0.696065969951448
2109	295-299	0.98254065887145
2109	300-304	0.9185973848517932
2109	305-309	0.5268749539415012
2109	310-314	-0.40740796895808273
2109	315-319	-0.286934806306153
2109	320-324	0.10168463599739042
2109	325-326	-0.3285443268155994
2110	1	-0.0613904231424911
2110	2	-0.1781067227858557
2110	3	-0.07824950173473155
2110	4	0.02024934771818465
2110	5	0.10874096409163769
2110	6	0.08096006720785454
2110	7	0.03819638865031294
2110	8	-0.008991134979730475
2110	9	0.24150819966384773
2110	10-14	0.03896881470627278
2110	15-19	-0.0066633760738383785
2110	20-24	0.060283391566848366
2110	25-29	0.04542532236970942
2110	30-34	0.022128832583248936
2110	35-39	0.04667553077300113
2110	40-44	0.036248967380103636
2110	45-49	0.2271267807039763
2110	50-54	0.031694872891577575
2110	55-59	-0.028410913948846428
2110	60-64	0.02788609193572711
2110	65-69	0.06170443834753314
2110	70-74	0.08993545225908406
2110	75-79	0.129877737553322
2110	80-84	-0.07374459384045906
2110	85-89	0.027390723614246326
2110	90-94	0.016717316534325732
2110	95-99	-0.08969713014420222
2110	100-104	-0.09017723898016783
2110	105-109	-0.010037865252606082
2110	110-114	-0.010361234151368137
2110	115-119	-0.28548267428348595
2110	120-124	0.06780228007616529
2110	125-129	-0.11627568624648177
2110	130-134	-0.056377604827886785
2110	135-139	0.036577369343028465
2110	140-144	0.08071823995832972
2110	145-149	-0.31109042788931873
2110	150-154	-0.04465861548860062
2110	155-159	-0.1829917048111156
2110	160-164	0.10609198133661835
2110	165-169	-0.008735490840479088
2110	170-174	-0.06711110098043349
2110	175-179	-0.0770190809306257
2110	180-184	0.1257828283775737
2110	185-189	0.12688121327440172
2110	190-194	0.006813399514086882
2110	195-199	-0.019487490140313923
2110	200-204	0.09383788379715696
2110	205-209	0.10643721999674227
2110	210-214	0.2927417751957009
2110	215-219	0.48355895089500933
2110	220-224	-0.04609307322137113
2110	225-229	-0.5566013991356229
2110	230-234	-0.17300748842911418
2110	235-239	-0.20370945149061725
2110	240-244	-0.9648309164901008
2110	245-249	0.04744590686569694
2110	250-254	0.3052170784186359
2110	255-259	0.33446301721991034
2110	260-264	0.5674888392944055
2110	265-269	0.6004072954749127
2110	270-274	1.2181169054074807
2110	275-279	-0.48207002970361046
2110	280-284	-2.1059748989628417
2110	285-289	0.9623275560853628
2110	290-294	1.2708380943787496
2110	295-299	0.7633243579310118
2110	300-304	0.25021783336879366
2110	305-309	-0.24146601543395008
2110	310-314	1.027504015609079
2110	315-319	0.45256844905916793
2110	320-324	-0.2762367529584786
2110	325-326	-0.2932718406810437
2111	1	0.08581664553054225
2111	2	0.11415337313916041
2111	3	0.13889984106906184
2111	4	0.04857224645993341
2111	5	0.05827354320536671
2111	6	0.0169703919616353
2111	7	0.02680376731004941
2111	8	0.14214263526398696
2111	9	0.26697531544509445
2111	10-14	0.03274040088623309
2111	15-19	-0.12342706613595311
2111	20-24	0.10564396467611914
2111	25-29	0.13283974041239333
2111	30-34	0.1261568290196209
2111	35-39	0.11600942549956983
2111	40-44	0.053132868818977386
2111	45-49	0.20712958767013845
2111	50-54	0.20054609148100866
2111	55-59	-0.11932854779841762
2111	60-64	0.044704700900929595
2111	65-69	0.08778969689351612
2111	70-74	-0.0347676805592414
2111	75-79	0.011777077306064143
2111	80-84	0.13564897942746512
2111	85-89	0.19405494944077617
2111	90-94	0.290958520356682
2111	95-99	0.27002656675227144
2111	100-104	0.22827368182677787
2111	105-109	0.11313669142980842
2111	110-114	0.20732082201237034
2111	115-119	0.1580082152807023
2111	120-124	0.2669077121658958
2111	125-129	0.03616637431075986
2111	130-134	0.27593240627793847
2111	135-139	0.3384555958285844
2111	140-144	0.14167456112407706
2111	145-149	0.3042642872036154
2111	150-154	0.19388774216770344
2111	155-159	0.16816342278380603
2111	160-164	0.3161677694228686
2111	165-169	0.3548270373817317
2111	170-174	0.15220814870530575
2111	175-179	0.22339586189269767
2111	180-184	-0.16181831393560486
2111	185-189	-0.16280745756610315
2111	190-194	-0.03368563025195215
2111	195-199	-0.16258662486248454
2111	200-204	-0.014849066251052534
2111	205-209	-0.03681080597379349
2111	210-214	0.0972780765906549
2111	215-219	-0.12750720807692062
2111	220-224	-0.05532005914992055
2111	225-229	-0.7417568196313624
2111	230-234	-0.3298302468225529
2111	235-239	-0.7384572516834425
2111	240-244	-0.2463885386236413
2111	245-249	-0.13137248242389887
2111	250-254	-0.2918679482475426
2111	255-259	-0.17343554146398077
2111	260-264	0.27682017113882296
2111	265-269	0.8665028055494766
2111	270-274	1.2598095060006038
2111	275-279	-0.6695637750507615
2111	280-284	-1.707394857712643
2111	285-289	0.4141112000156042
2111	290-294	0.3574506964363735
2111	295-299	0.06169814818961328
2111	300-304	-0.41560674345054593
2111	305-309	-0.1846951248934232
2111	310-314	0.8579034590975247
2111	315-319	0.7779367108148669
2111	320-324	0.25316865838410507
2111	325-326	0.34024516587260933
2112	1	0.1436606233719644
2112	2	0.013409078486041892
2112	3	-0.06979454206025792
2112	4	-0.0068272342364466
2112	5	0.013208447827416592
2112	6	-0.01717959800497937
2112	7	-0.04204044768408011
2112	8	0.0018090404545887395
2112	9	0.01883453186822237
2112	10-14	0.0404709710864708
2112	15-19	-0.13769332173792748
2112	20-24	-0.09444968023939282
2112	25-29	0.10322483992533193
2112	30-34	-0.020003425402670416
2112	35-39	-0.39852195466838936
2112	40-44	-0.40286435831858824
2112	45-49	-0.12464461862839471
2112	50-54	-0.210981962468189
2112	55-59	-0.2336227752582687
2112	60-64	-0.42599173755186115
2112	65-69	-0.6081671534752786
2112	70-74	-0.467747109082012
2112	75-79	-0.7383162635675049
2112	80-84	-0.10795184999892626
2112	85-89	0.08592243580449122
2112	90-94	0.21546369210996374
2112	95-99	0.038949832649102234
2112	100-104	0.08847216040093997
2112	105-109	0.10278102317604265
2112	110-114	0.21588203477483603
2112	115-119	0.11249739442829565
2112	120-124	0.4388385608685539
2112	125-129	0.2946974869218053
2112	130-134	0.20673611072484732
2112	135-139	0.4821391246608826
2112	140-144	0.43273207977705397
2112	145-149	0.3052797872613837
2112	150-154	0.2051220916091765
2112	155-159	0.3396978008052258
2112	160-164	0.3105290077248597
2112	165-169	0.36694858118505636
2112	170-174	0.3961987598904031
2112	175-179	0.22903583975843844
2112	180-184	0.28294152334115097
2112	185-189	0.13213693316426145
2112	190-194	0.04128746203694078
2112	195-199	0.04742608409033977
2112	200-204	0.19426428666258033
2112	205-209	0.39605004619493656
2112	210-214	0.44361041874727647
2112	215-219	0.552754389602633
2112	220-224	0.7828718642801462
2112	225-229	0.6535238414774156
2112	230-234	0.8334056106669152
2112	235-239	0.5986930240825927
2112	240-244	0.7855784302607134
2112	245-249	0.35767957563594877
2112	250-254	0.600235474656543
2112	255-259	0.9915157206140819
2112	260-264	1.3599865854506916
2112	265-269	1.200312268550615
2112	270-274	1.5191268710515935
2112	275-279	1.109449426449988
2112	280-284	0.5999009325227469
2112	285-289	0.3751220786359859
2112	290-294	0.7956778887307365
2112	295-299	0.9161751656598653
2112	300-304	1.3351743402765202
2112	305-309	0.2342472956452184
2112	310-314	0.9798346118421151
2112	315-319	0.7335301702647925
2112	320-324	0.5897886850181777
2112	325-326	0.05692064975534805
2113	1	0.04314447357712936
2113	2	0.057798579726906496
2113	3	-0.03711124390020615
2113	4	0.03612645462548869
2113	5	0.0168413006999657
2113	6	0.011678993042238517
2113	7	0.07683182071381367
2113	8	-0.1322537515816009
2113	9	0.02244262935493424
2113	10-14	-0.058509107016767814
2113	15-19	-0.11474446017624018
2113	20-24	0.08883672100828477
2113	25-29	0.07349609706570703
2113	30-34	-0.05295531949913368
2113	35-39	-0.04667241790353671
2113	40-44	-0.25233057031133654
2113	45-49	-0.13037672822049018
2113	50-54	0.027137618423132892
2113	55-59	0.01645984584198601
2113	60-64	-0.008585606880558316
2113	65-69	0.06077783386852076
2113	70-74	0.10395686601406595
2113	75-79	-0.09739561076798253
2113	80-84	0.09172137890793408
2113	85-89	0.02403830338794677
2113	90-94	0.18285961118461103
2113	95-99	0.12576449526412858
2113	100-104	0.07775988606175588
2113	105-109	0.03470247433676121
2113	110-114	0.22518696542880434
2113	115-119	-0.05330242114408179
2113	120-124	0.2170265904017299
2113	125-129	0.2181049420062493
2113	130-134	0.1405624888262338
2113	135-139	0.2614689963660979
2113	140-144	0.275120108072457
2113	145-149	0.12765865606402826
2113	150-154	-0.1522670816228242
2113	155-159	0.022857330700439604
2113	160-164	-0.12119192481052465
2113	165-169	0.4269803918558637
2113	170-174	0.10548326735106173
2113	175-179	0.5985761941317875
2113	180-184	0.22730874473475637
2113	185-189	0.6120046156269296
2113	190-194	0.596606466127767
2113	195-199	0.4173903744462635
2113	200-204	0.3792705683417381
2113	205-209	0.5038263317730696
2113	210-214	0.6955948723649712
2113	215-219	0.33341362552764764
2113	220-224	0.6568972756837255
2113	225-229	1.0466783584070072
2113	230-234	1.36577575319604
2113	235-239	0.9715914465456308
2113	240-244	0.20886829726239853
2113	245-249	0.4786473874455055
2113	250-254	1.0504523937250028
2113	255-259	1.0077007918786478
2113	260-264	1.5692265332168276
2113	265-269	1.2081256872075166
2113	270-274	1.121831396955006
2113	275-279	1.4918291616911397
2113	280-284	1.8960192880224618
2113	285-289	1.9032720467634263
2113	290-294	1.05687505919013
2113	295-299	0.5212042222940028
2113	300-304	1.0989875361349455
2113	305-309	1.1266201612667928
2113	310-314	0.6495822925719033
2113	315-319	0.4292573906681838
2113	320-324	0.5391385466974583
2113	325-326	3.375383216517527
2114	1	-0.056030730931588835
2114	2	-0.05390220757787745
2114	3	0.029984824492672146
2114	4	0.02781703954192949
2114	5	-0.020163868100389948
2114	6	-0.2027709076995876
2114	7	-0.13683446285112666
2114	8	-0.11868334588302076
2114	9	-0.20043653380337645
2114	10-14	-0.025414034278654185
2114	15-19	-0.0316349442979984
2114	20-24	0.04185718109911818
2114	25-29	0.20551315840910434
2114	30-34	0.08553411242451148
2114	35-39	0.07534322985592468
2114	40-44	0.08511895552344129
2114	45-49	0.07288742144731941
2114	50-54	0.01735315924189962
2114	55-59	0.048795270869803176
2114	60-64	0.15595248920627824
2114	65-69	0.14800395198268035
2114	70-74	0.18175315013214544
2114	75-79	-0.06982826578589396
2114	80-84	0.017077386946922957
2114	85-89	-0.1539386736321049
2114	90-94	0.04620046314550308
2114	95-99	-0.1804755558707285
2114	100-104	-0.0949622463603319
2114	105-109	-0.3147539104530779
2114	110-114	-0.15432159904597853
2114	115-119	-0.11849015123560491
2114	120-124	-0.10395468268424679
2114	125-129	0.012609788140714784
2114	130-134	-0.07768933807733447
2114	135-139	-0.28443068834322816
2114	140-144	0.04121621948745258
2114	145-149	0.10896062832090081
2114	150-154	-0.3025783773876043
2114	155-159	-0.34238386973961354
2114	160-164	-0.269616393333699
2114	165-169	0.2208976787580923
2114	170-174	0.30662519732334204
2114	175-179	0.14621028485930054
2114	180-184	0.011989182577003987
2114	185-189	0.17541122997050707
2114	190-194	0.15796276917556895
2114	195-199	0.3141200787613698
2114	200-204	0.07711516015401543
2114	205-209	0.18898615894706694
2114	210-214	0.5006929935275508
2114	215-219	0.7149681990862575
2114	220-224	0.5467747855634499
2114	225-229	0.02339109971500619
2114	230-234	0.9326038552445155
2114	235-239	0.8325138407880317
2114	240-244	0.18258239684016786
2114	245-249	0.39073721763104885
2114	250-254	0.9073307087329638
2114	255-259	1.1982082685084166
2114	260-264	1.1897745120991132
2114	265-269	0.6475290318699969
2114	270-274	0.05468984803578181
2114	275-279	1.2708650974529583
2114	280-284	1.0814267996845324
2114	285-289	1.170341687282889
2114	290-294	0.5939767204585458
2114	295-299	1.660917940818706
2114	300-304	1.4510744162322986
2114	305-309	0.800364990929932
2114	310-314	0.3740667953898509
2114	315-319	0.10830561846416131
2114	320-324	1.163721385788591
2114	325-326	3.3503812190619797
2115	1	0.09309585051476432
2115	2	0.04858627333719312
2115	3	0.06507694729119606
2115	4	0.1162824165491827
2115	5	-0.057795866952965014
2115	6	0.045273387738795634
2115	7	0.18552660592871462
2115	8	0.20205817840118812
2115	9	0.2573088929256784
2115	10-14	0.1533346733726475
2115	15-19	0.19931389363400598
2115	20-24	0.20353254310616364
2115	25-29	0.2758557727483435
2115	30-34	0.33207061791362946
2115	35-39	0.3276742384556428
2115	40-44	0.33283157303007016
2115	45-49	0.3742619426059761
2115	50-54	0.23042067213550865
2115	55-59	0.19288333584281503
2115	60-64	0.35130481483631826
2115	65-69	0.4596802104165576
2115	70-74	0.3435032143760637
2115	75-79	0.24852756786118846
2115	80-84	0.16853109247667675
2115	85-89	0.2192563709203057
2115	90-94	0.11651259897210053
2115	95-99	-0.025704473405433248
2115	100-104	-0.030580272906519212
2115	105-109	0.00179831238668271
2115	110-114	-0.07819762918983741
2115	115-119	-0.018398118079758774
2115	120-124	0.2602235030673512
2115	125-129	0.21609927903003268
2115	130-134	0.015289846891377579
2115	135-139	-0.25213840538311416
2115	140-144	0.15376798813760928
2115	145-149	0.1358659835748668
2115	150-154	-0.07573039345157184
2115	155-159	-0.1417426257382033
2115	160-164	-0.47730355231798427
2115	165-169	0.12917349136902345
2115	170-174	0.25705040245568256
2115	175-179	-0.18519812123401636
2115	180-184	-0.07554391051392884
2115	185-189	-0.3403748467277765
2115	190-194	-0.029182469901464003
2115	195-199	-0.6025110296405316
2115	200-204	-0.9523509877803136
2115	205-209	-0.12597699790970296
2115	210-214	-0.10657583293018291
2115	215-219	-0.7962102436410348
2115	220-224	-0.8692527287644438
2115	225-229	-0.7062704692710184
2115	230-234	-0.5208763725674288
2115	235-239	-0.6570314317556054
2115	240-244	-0.9097836321681996
2115	245-249	-0.3053011733425208
2115	250-254	-0.10498679370233077
2115	255-259	-1.7625682761844317
2115	260-264	-0.6571606045260197
2115	265-269	-1.198713445614743
2115	270-274	-2.4288105194992156
2115	275-279	-0.15916400653852136
2115	280-284	0.4900605854146143
2115	285-289	0.4951500013430419
2115	290-294	0.09951365025637315
2115	295-299	-0.28300159590789775
2115	300-304	-0.7190781556163124
2115	305-309	-0.8367889136065898
2115	310-314	-0.14048878606247683
2115	315-319	-0.4520047842705388
2115	320-324	-0.4367806132432719
2115	325-326	-0.9685106778369814
2116	1	-0.00290125200167779
2116	2	-0.10301976468329599
2116	3	0.0432979283049022
2116	4	-0.04709015852946408
2116	5	-0.08985376873186368
2116	6	0.11678256360227834
2116	7	0.14800598979440593
2116	8	0.2024443099912432
2116	9	0.14092464110801473
2116	10-14	0.08984506150972749
2116	15-19	0.18202298089674684
2116	20-24	0.21584325631216217
2116	25-29	0.1650827013858418
2116	30-34	0.16708586861480512
2116	35-39	0.25229356957994753
2116	40-44	0.2781421694986079
2116	45-49	0.09421177543195824
2116	50-54	0.216025446996845
2116	55-59	0.14510898036827768
2116	60-64	0.2455382837646951
2116	65-69	0.25985741189044376
2116	70-74	0.07178211512827914
2116	75-79	0.0984073881453682
2116	80-84	0.24811430982087046
2116	85-89	0.34956231285689654
2116	90-94	0.28586991436976206
2116	95-99	0.22990146883047657
2116	100-104	0.10975670922067593
2116	105-109	0.15338519349108282
2116	110-114	0.17830270156629524
2116	115-119	0.26495302519900576
2116	120-124	0.3288717132426555
2116	125-129	0.24619659017725581
2116	130-134	0.25361924407710745
2116	135-139	0.35942159617339087
2116	140-144	0.022555085954621745
2116	145-149	0.224769639253239
2116	150-154	0.13911142729357096
2116	155-159	-0.17387655652785838
2116	160-164	0.268426700343781
2116	165-169	0.05193460163204122
2116	170-174	0.07664912492884213
2116	175-179	0.11724229028048683
2116	180-184	-0.03189008796084636
2116	185-189	-0.10424190970314129
2116	190-194	-0.032059599237591385
2116	195-199	0.062351294991366046
2116	200-204	-0.7650669894924675
2116	205-209	-0.5053575710008218
2116	210-214	0.1277443809088865
2116	215-219	-0.3783206772757879
2116	220-224	-0.14390124425310802
2116	225-229	-0.14701782846020706
2116	230-234	0.2954548984041594
2116	235-239	-0.4904554611135694
2116	240-244	-0.25575394493478854
2116	245-249	0.1699507850031523
2116	250-254	0.47463024757184513
2116	255-259	-0.3791060826576711
2116	260-264	0.8621756083312562
2116	265-269	-0.541770111173907
2116	270-274	-0.5041546705036062
2116	275-279	0.53981977892796
2116	280-284	0.7112379575047783
2116	285-289	1.3480470359122947
2116	290-294	0.5962195586683521
2116	295-299	0.7252670080019072
2116	300-304	0.26618418936981314
2116	305-309	-0.661485770375716
2116	310-314	1.1479449265179262
2116	315-319	0.5419619844665711
2116	320-324	0.14828058412385303
2116	325-326	-0.116449962386028
2117	1	0.1849897027557006
2117	2	0.035637364452206555
2117	3	0.17104337406416903
2117	4	0.190750533279612
2117	5	0.06870569815276184
2117	6	0.13948888778487145
2117	7	0.2296735861516055
2117	8	0.21716523876700222
2117	9	-0.11075700501099561
2117	10-14	-0.02939595305608833
2117	15-19	0.04471295843502787
2117	20-24	-0.11988102233250686
2117	25-29	-0.20656064347167558
2117	30-34	-0.08445915773968693
2117	35-39	-0.14135390966607986
2117	40-44	-0.08273506064006853
2117	45-49	-0.05295157467558198
2117	50-54	0.08086136904602625
2117	55-59	-0.11078998066525969
2117	60-64	-0.28203892280856735
2117	65-69	-0.29161453183891695
2117	70-74	-0.2926704960095208
2117	75-79	-0.42613793352258256
2117	80-84	0.029254816387876303
2117	85-89	-0.013766913928925817
2117	90-94	-0.0458267658892737
2117	95-99	0.10495881631896964
2117	100-104	-0.04533834293644645
2117	105-109	0.038518397761492906
2117	110-114	0.24951202511948622
2117	115-119	0.12292097026472959
2117	120-124	0.16450918762645728
2117	125-129	-0.015856226188475375
2117	130-134	0.21027080700125111
2117	135-139	0.12467722129830605
2117	140-144	-0.10146463740527167
2117	145-149	0.19662775753970152
2117	150-154	0.20006352983595832
2117	155-159	0.012028937197477774
2117	160-164	0.1962139076031164
2117	165-169	0.23514051267408576
2117	170-174	0.36185511352795174
