"sample.id","Location","Type","Abditibacteriota","Acidobacteriota","Actinobacteriota","Altiarchaeota","Armatimonadota","Arthropoda","Ascomycota","Asgardarchaeota","Bacteroidota","Basidiomycota","Bdellovibrionota","Caldatribacteriota","Caldisericota","Campilobacterota","Cercozoa","Chloroflexi","Ciliophora","Cloacimonadota","Crenarchaeota","Cyanobacteria","Deinococcota","Dependentiae","Desulfobacterota","Diatomea","Elusimicrobiota","Entotheonellaeota","Euryarchaeota","Fibrobacterota","Firestonebacteria","Firmicutes","Fusobacteriota","Gemmatimonadota","Halobacterota","Hydrogenedentes","Latescibacterota","Margulisbacteria","Methylomirabilota","Myxococcota","Nanoarchaeota","Nitrospinota","Nitrospirota","Patescibacteria","Phragmoplastophyta","Planctomycetota","Proteobacteria","Spirochaetota","Sumerlaeota","Synergistota","Thermoplasmatota","Verrucomicrobiota","Zixibacteria"
"EaI1","East Iceland glaciers","Glacier","0.000000000","0.060606061","0.060946544","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.050051073","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.064691862","0.000000000","0.000000000","0.000000000","0.015662240","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.004085802","0.010895472","0.005788219","0.035069799","0.000000000","0.000000000","0.003404835","0.000000000","0.000000000","0.004766769","0.000000000","0.000000000","0.046305754","0.011576439","0.000000000","0.003745318","0.602315288","0.000000000","0.000000000","0.000000000","0.000000000","0.020088526","0.000000000"
"EaI2","East Iceland glaciers","Glacier","0.00000000","0.07780612","0.26275510","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05484694","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05229592","0.00000000","0.04464286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.50765306","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"EaI3","East Iceland glaciers","Glacier","0.0000000000","0.2300556586","0.0544217687","0.0000000000","0.0061842919","0.0000000000","0.0000000000","0.0000000000","0.0698824985","0.0000000000","0.0034013605","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0432900433","0.0000000000","0.0000000000","0.0000000000","0.0007730365","0.0000000000","0.0013914657","0.0018552876","0.0000000000","0.0024737168","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0061842919","0.0000000000","0.0196351268","0.0000000000","0.0000000000","0.0132962276","0.0000000000","0.0000000000","0.0049474335","0.0000000000","0.0000000000","0.0269016698","0.0694186766","0.0000000000","0.0157699443","0.4149659864","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0122139765","0.0029375387"
"EaI4","East Iceland glaciers","Glacier","0.000000000","0.056007227","0.062782294","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.053748871","0.000000000","0.001355014","0.000000000","0.000000000","0.000000000","0.000000000","0.095754291","0.000000000","0.000000000","0.000000000","0.018518519","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.002258356","0.013098464","0.004968383","0.006775068","0.000000000","0.000000000","0.004516712","0.000000000","0.000000000","0.007226739","0.000000000","0.000000000","0.057813911","0.011743451","0.000000000","0.000000000","0.588527552","0.000000000","0.000000000","0.000000000","0.000000000","0.014905149","0.000000000"
"EaI5","East Iceland glaciers","Glacier","0.00000000","0.07173513","0.18945432","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02820356","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05150215","0.00000000","0.09871245","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.56039240","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"EaI6","East Iceland glaciers","Glacier","0.000000000","0.231288889","0.055111111","0.000000000","0.008000000","0.000000000","0.000000000","0.000000000","0.072355556","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.052977778","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.003911111","0.000000000","0.000000000","0.000000000","0.000000000","0.005333333","0.000000000","0.014400000","0.000000000","0.000000000","0.011555556","0.000000000","0.000000000","0.009422222","0.000000000","0.000000000","0.009066667","0.073244444","0.000000000","0.011555556","0.429333333","0.000000000","0.000000000","0.000000000","0.000000000","0.007822222","0.004622222"
"EaI7","East Iceland glaciers","Glacier","0.000000000","0.043297252","0.059533722","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.042464613","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.064529559","0.000000000","0.000000000","0.000000000","0.014987510","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.003746878","0.013322231","0.002914238","0.031640300","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.002914238","0.000000000","0.000000000","0.060782681","0.004995837","0.000000000","0.001665279","0.636136553","0.000000000","0.000000000","0.000000000","0.000000000","0.017069109","0.000000000"
"EaI8","East Iceland glaciers","Glacier","0.00000000","0.04306220","0.20847573","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.06698565","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04101162","0.00000000","0.03759398","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.60287081","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"EaI9","East Iceland glaciers","Glacier","0.00000000","0.07936508","0.19682540","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05396825","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.10158730","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.56825397","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"EaI10","East Iceland glaciers","Glacier","0.000000000","0.070860777","0.064274358","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.054508290","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.081989553","0.000000000","0.000000000","0.000000000","0.003179650","0.000000000","0.000000000","0.013854190","0.000000000","0.000000000","0.000000000","0.007494890","0.000000000","0.000000000","0.043152396","0.000000000","0.048603225","0.002952532","0.000000000","0.007949126","0.000000000","0.000000000","0.002044061","0.000000000","0.000000000","0.141267318","0.016352487","0.000000000","0.000000000","0.429025664","0.001135589","0.000000000","0.000000000","0.000000000","0.011355894","0.000000000"
"BhM1","Bihor mountain caves","Other","0.000000000","0.002045687","0.136038186","0.000000000","0.000000000","0.100920559","0.000000000","0.000000000","0.068871463","0.000000000","0.001363791","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.157858848","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.071599045","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.012615070","0.000000000","0.000000000","0.413910672","0.000000000","0.000000000","0.000000000","0.000000000","0.034776679","0.000000000"
"BhM2","Bihor mountain caves","Other","0.00000000","0.00443686","0.14436860","0.00000000","0.00000000","0.08600683","0.00000000","0.00000000","0.06348123","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.17576792","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07576792","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.01604096","0.00000000","0.00000000","0.40784983","0.00000000","0.00000000","0.00000000","0.00000000","0.02627986","0.00000000"
"BhM3","Bihor mountain caves","Other","0.000000000","0.002046385","0.127216917","0.000000000","0.000000000","0.101978172","0.000000000","0.000000000","0.074693042","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.158594816","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.090723056","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.014324693","0.000000000","0.000000000","0.401773533","0.000000000","0.000000000","0.000000000","0.000000000","0.028649386","0.000000000"
"BhM4","Bihor mountain caves","Other","0.0000000000","0.0007432181","0.0419918246","0.0000000000","0.0000000000","0.0505388331","0.0000000000","0.0000000000","0.1917502787","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0078037904","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.7041991825","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0029728725","0.0000000000"
"BhM5","Bihor mountain caves","Other","0.000000000","0.001571092","0.058523174","0.000000000","0.000000000","0.055773763","0.000000000","0.000000000","0.152395915","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.002356638","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.728201100","0.000000000","0.000000000","0.000000000","0.000000000","0.001178319","0.000000000"
"BhM6","Bihor mountain caves","Other","0.0000000000","0.0054401583","0.2413452028","0.0000000000","0.0000000000","0.0321463897","0.0000000000","0.0000000000","0.0989119683","0.0000000000","0.0019782394","0.0000000000","0.0539070227","0.0000000000","0.0000000000","0.0182987141","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0014836795","0.0148367953","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.2690405539","0.0000000000","0.0000000000","0.0000000000","0.0019782394","0.0009891197","0.0000000000","0.0000000000","0.0059347181","0.0000000000","0.0000000000","0.0000000000","0.0009891197","0.0000000000","0.0000000000","0.2527200791","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"BhM7","Bihor mountain caves","Other","0.0000000000","0.0068712781","0.2336234540","0.0000000000","0.0000000000","0.0595510765","0.0000000000","0.0000000000","0.1003206596","0.0000000000","0.0000000000","0.0000000000","0.0531378836","0.0000000000","0.0000000000","0.0238204306","0.0000000000","0.0000000000","0.0009161704","0.0000000000","0.0000000000","0.0000000000","0.0082455337","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.2478240953","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0036646816","0.0000000000","0.0000000000","0.0000000000","0.0009161704","0.0000000000","0.0000000000","0.2574438846","0.0000000000","0.0022904260","0.0000000000","0.0000000000","0.0013742556","0.0000000000"
"BhM8","Bihor mountain caves","Other","0.000000000","0.000000000","0.405948553","0.000000000","0.000000000","0.130225080","0.000000000","0.000000000","0.016881029","0.000000000","0.004019293","0.000000000","0.039790997","0.000000000","0.000000000","0.005627010","0.000000000","0.000000000","0.000000000","0.025723473","0.000000000","0.001205788","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.173633441","0.000000000","0.001205788","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.001205788","0.000000000","0.000000000","0.000000000","0.002009646","0.000000000","0.008038585","0.179662379","0.000000000","0.003215434","0.000000000","0.000000000","0.001607717","0.000000000"
"BhM9","Bihor mountain caves","Other","0.0000000000","0.0027461750","0.4087877599","0.0000000000","0.0000000000","0.1224009415","0.0000000000","0.0000000000","0.0086308356","0.0000000000","0.0011769321","0.0000000000","0.0408003138","0.0000000000","0.0000000000","0.0062769714","0.0000000000","0.0000000000","0.0000000000","0.0282463711","0.0000000000","0.0007846214","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.1887014515","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0035307964","0.0000000000","0.0000000000","0.0000000000","0.0015692428","0.0000000000","0.0102000785","0.1718320910","0.0000000000","0.0031384857","0.0000000000","0.0000000000","0.0011769321","0.0000000000"
"BhM10","Bihor mountain caves","Other","0.000000000","0.000000000","0.434339623","0.000000000","0.000000000","0.131320755","0.000000000","0.000000000","0.007169811","0.000000000","0.002264151","0.000000000","0.038490566","0.000000000","0.000000000","0.006415094","0.000000000","0.000000000","0.000000000","0.020754717","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.167924528","0.000000000","0.000000000","0.001132075","0.000000000","0.000000000","0.000000000","0.000000000","0.001509434","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.003396226","0.176226415","0.000000000","0.000000000","0.000000000","0.000000000","0.009056604","0.000000000"
"CeY1","Central Yakutia ","Permafrost","0.00000000","0.00000000","0.18653079","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02658396","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.13070447","0.00000000","0.00000000","0.65618077","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"CeY2","Central Yakutia ","Permafrost","0.000000000","0.039941549","0.210423770","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.001461276","0.000000000","0.000000000","0.000000000","0.000000000","0.253287871","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.007793473","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.419873356","0.000000000","0.040915733","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.015586946","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.010716025","0.000000000"
"CeY3","Central Yakutia ","Permafrost","0.000000000","0.000000000","0.047712740","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.206099361","0.000000000","0.009345794","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.055582882","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.354156419","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.327102804","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000"
"CeY4","Central Yakutia ","Permafrost","0.0000000","0.0000000","0.2481126","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0247083","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.1142759","0.0000000","0.0000000","0.6129032","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000"
"CeY5","Central Yakutia ","Permafrost","0.000000000","0.023776863","0.197988112","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.024691358","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.327846365","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.007773205","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.364883402","0.000000000","0.030635574","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.010973937","0.000000000","0.000000000","0.011431184","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000"
"CeY6","Central Yakutia ","Permafrost","0.00000000","0.00000000","0.06181015","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.19370861","0.00000000","0.01434879","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05077263","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.39072848","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.28863135","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"CeY7","Central Yakutia ","Permafrost","0.00000000","0.00000000","0.28685897","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03285256","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.13782051","0.00000000","0.00000000","0.54246795","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"CeY8","Central Yakutia ","Permafrost","0.000000000","0.030680302","0.183192530","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.027567808","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.360160071","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.007114273","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.305469097","0.000000000","0.031569586","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.045353490","0.000000000","0.000000000","0.000000000","0.000000000","0.008892841","0.000000000"
"CeY9","Central Yakutia ","Permafrost","0.0000000","0.0000000","0.2946237","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.1215054","0.0000000","0.0000000","0.5838710","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000"
"CeY10","Central Yakutia ","Permafrost","0.000000000","0.005500982","0.129273084","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.135952849","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.055795678","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.030648330","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.005500982","0.000000000","0.000000000","0.637328094","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000"
"CrC1","Cryoconite","Other","0.0000000000","0.0000000000","0.0075504009","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0073168833","0.0000000000","0.0004670351","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0180586907","0.0000000000","0.0000000000","0.0000000000","0.9385848836","0.0012454269","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0001556784","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0028800498","0.0000000000","0.0000000000","0.0000000000","0.0001556784","0.0000000000","0.0004670351","0.0209387406","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0021794972","0.0000000000"
"CrC2","Cryoconite","Other","0.0000000000","0.0003121586","0.0099110348","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0043702201","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0171687217","0.0000000000","0.0000000000","0.0000000000","0.9383486811","0.0007023568","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0041361011","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0006243172","0.0223973779","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0020290307","0.0000000000"
"CrC3","Cryoconite","Other","0.0003877472","0.0000000000","0.0075998449","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0089957348","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0200077549","0.0000000000","0.0000000000","0.0000000000","0.9353237689","0.0006203955","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0036448236","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0005428461","0.0206281504","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0022489337","0.0000000000"
"CrC4","Cryoconite","Other","0.0000000000","0.0003867873","0.0081998917","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0054150228","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0170186431","0.0000000000","0.0000000000","0.0000000000","0.9391196720","0.0011603620","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0001547149","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0040225884","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0002320724","0.0219695212","0.0000000000","0.0001547149","0.0000000000","0.0000000000","0.0021660091","0.0000000000"
"CrC5","Cryoconite","Other","0.0000000000","0.0000000000","0.0081009503","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0052967752","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0197071195","0.0000000000","0.0000000000","0.0000000000","0.9361271226","0.0006231500","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0038946876","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0003894688","0.0236797009","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0021810251","0.0000000000"
"CrC6","Cryoconite","Other","0.0000000000","0.0001561280","0.0070257611","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0056206089","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0205308353","0.0000000000","0.0000000000","0.0000000000","0.9357533177","0.0007025761","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0047619048","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0004683841","0.0224043716","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0025761124","0.0000000000"
"CrC7","Cryoconite","Other","0.0000000000","0.0002335903","0.0084871136","0.0000000000","0.0002335903","0.0000000000","0.0000000000","0.0000000000","0.0065405279","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0189986763","0.0000000000","0.0000000000","0.0000000000","0.9372420774","0.0021023125","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0025694931","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0204780814","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0031145371","0.0000000000"
"CrC8","Cryoconite","Other","0.0004707359","0.0003922799","0.0087870705","0.0000000000","0.0002353680","0.0000000000","0.0000000000","0.0000000000","0.0067472148","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0204770124","0.0000000000","0.0000000000","0.0000000000","0.9342538836","0.0005491919","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0027459595","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0005491919","0.0227522360","0.0000000000","0.0003138239","0.0000000000","0.0000000000","0.0017260317","0.0000000000"
"CrC9","Cryoconite","Other","0.0000000000","0.0000000000","0.0105141090","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0067259374","0.0000000000","0.0002319289","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0168534983","0.0000000000","0.0000000000","0.0000000000","0.9376884422","0.0010050251","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0025512176","0.0041747198","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0005411674","0.0171627368","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0025512176","0.0000000000"
